哀江頭	ai[wk jl[dg tz[dd
遺言冀可冥	yi[vz yj[we ji[bt ke[dk mk[go
一夜飛渡鏡湖月	yi[hh ye[wr fw[vp du[dg jk[jl hu[dg yt[ke
一夜鄉心五處同	yi[hh ye[wr xl[sp xb[dv wu[hu iu[wb ts[kh
一夜絮徵袍	yi[hh ye[wr xu[ny vg[rh pc[yb
一夜徵人盡望鄉	yi[hh ye[wr vg[rh rf[pd jb[ud wh[ww xl[sp
一一生綠苔	yi[hh yi[hh ug[pf lv[sx td[cs
意疑倚巴丘	yi[lx yi[bs yi[rd ba[ku qq[jh
邑有流亡愧俸錢	yi[kb yz[uo lq[dw wh[wv kv[xg fg[rs qm[jj
意欲凌風翔	yi[lx yu[bd lk[dt fg[ji xl[yx
倚杖柴門外	yi[rd vh[ah id[va mf[du wd[xb
倚杖候荊扉	yi[rd vh[ah hz[ru jk[cd fw[hf
一朝選在君王側	yi[hh vc[uo xr[nz zd[ut jy[xk wh[su ce[rb
弋者何所慕	yi[qd ve[to he[rk so[pj mu[cx
移舟泊煙渚	yi[hx vz[pk bo[db yj[hw vu[dt
貽諸知己	yi[bs vu[yt vi[uk ji[kv
憶昨路繞錦亭東	yi[xv zo[ov lu[zw rc[sq jb[jb tk[wd ds[qx
以作時世賢	yi[sr zo[rv ui[oc ui[nv xm[ub
引臂向魚取酒	yb[gu bi[uo xl[pk yu[dt qu[ey jq[dy
因出此門	yb[wd iu[ck ci[vb mf[du
隱處唯孤雲	yb[ed iu[wb ww[kv gu[zp yy[es
因而和焉	yb[wd er[ek he[hk yj[hh
陰風慘澹天王旗	yb[eo fg[ji cj[xs dj[dd tm[hd wh[su qi[fr
因風想玉珂	yb[wd fg[ji xl[ax yu[wd ke[wk
引竿自刺船	yb[gu gj[vg zi[pm ci[cd ir[vj
飲高秋之墜露	yb[ud gc[wk qq[hh vi[dv vv[et lu[yz
銀河倒掛三石樑	yb[jg he[dk dc[rh gx[ft sj[hh ui[ek ll[da
飲馬渡秋水	yb[ud ma[vv du[dg qq[hh uv[uu
銀瓶乍破水漿迸	yb[jg pk[bw va[ru po[ep uv[uu jl[du bg[bz
陰氣晦昧無清風	yb[eo qi[rh hv[or mw[oh wu[ee qk[df fg[ji
吟喬	yb[kr qn[pp
陰晴眾壑殊	yb[eo qk[of vs[rr he[bt uu[hp
因望月有感	yb[wd wh[ww yt[ke yz[uo gj[wx
因為長句	yb[wd ww[dl ih[ph ju[bk
因休暇	yb[wd xq[ra xx[ok
陰陽割昏曉	yb[eo yh[eo ge[gd hy[uo xn[oq
隱隱飛橋隔野煙	yb[ed yb[ed fw[vp qn[ap ge[eh ye[oy yj[hw
陰陰夏木囀黃鸝	yb[eo yb[eo xx[ew mu[ub vr[ki hl[gy li[hn
隱者自怡悅	yb[ed ve[to zi[pm yi[xs yt[xb
因之傳遠情	yb[wd vi[dv ir[re yr[ez qk[xf
影動倒景搖瀟湘	yk[op ds[el dc[rh jk[ow yc[fa xn[dc xl[da
應共冤魂語	yk[gx gs[gb yr[gd hy[eg yu[yw
應見隴頭梅	yk[gx jm[ke ls[ey tz[dd mw[ar
應將性命逐輕車	yk[gx jl[dx xk[xp mk[rh vu[uz qk[is ie[qu
映階碧草自春色	yk[ok jp[er bi[we cc[co zi[pm iy[so se[db
應節為變	yk[gx jp[ce ww[dl bm[yy
英靈盡來歸	yk[ck lk[xh jb[ud ld[hm gv[ux
影落明湖青黛光	yk[op lo[cd mk[oo hu[dg qk[fo dd[rh gl[xe
應是釣秋水	yk[gx ui[op dn[jb qq[hh uv[uu
鶯啼送客聞	yk[cn ti[kl ss[bz ke[gw wf[me
鶯啼燕語報新年	yk[cn ti[kl yj[nk yu[yw bc[fe xb[lj nm[rn
影徒隨我身	yk[op tu[rz sv[eu wo[pf uf[pu
鸚鵡前頭不敢言	yk[bn wu[wn qm[bo tz[dd bu[eu gj[vw yj[we
英雄割據雖已矣	yk[ck xs[uv ge[gd ju[fu sv[ki yi[kv yi[su
應有未招魂	yk[gx yz[uo ww[ha vc[fd hy[eg
應知故鄉事	yk[gx vi[uk gu[gw xl[sp ui[hk
鶯囀皇州春色闌	yk[cn vr[ki hl[bw vz[dp iy[so se[db lj[mh
英姿颯爽猶酣戰	yk[ck zi[dn sa[lf ul[di yz[qy hj[yg vj[bg
永懷愁不寐	ys[dv hk[xb iz[hx bu[eu mw[gp
永懷當此節	ys[dv hk[xb dh[xx ci[vb jp[ce
詠懷古蹟五首之二	ys[kd hk[xb gu[uk ji[yz wu[hu uz[be vi[dv er[hh
詠懷古蹟五首之三	ys[kd hk[xb gu[uk ji[yz wu[hu uz[be vi[dv sj[hh
詠懷古蹟五首之四	ys[kd hk[xb gu[uk ji[yz wu[hu uz[be vi[dv si[we
詠懷古蹟五首之五	ys[kd hk[xb gu[uk ji[yz wu[hu uz[be vi[dv wu[hu
詠懷古蹟五首之一	ys[kd hk[xb gu[uk ji[yz wu[hu uz[be vi[dv yi[hh
擁彗折節無嫌猜	ys[fo hv[fx ve[fj jp[ce wu[ee xm[nb cd[qf
永結無情遊	ys[dv jp[su wu[ee qk[xf yz[df
永日方慼慼	ys[dv ri[wh fh[dw qi[wu qi[wu
詠神聖功書之碑	ys[kd uf[uo ug[yt gs[gl uu[vv vi[dv bw[eb
永夜角聲悲自語	ys[dv ye[wr jn[do ug[um bw[fx zi[pm yu[yw
猶抱琵琶半遮面	yz[qy bc[fb pi[wb pa[wb bj[bf ve[gz mm[ew
有悲往事	yz[uo bw[fx wh[rd ui[hk
有弟皆分散	yz[uo di[bg jp[bb ff[bd sj[gw
有耳莫洗潁川水	yz[uo er[hu mo[co xi[dn yk[by ir[pu uv[uu
有古槐數株焉	yz[uo gu[uk hk[ag uu[mw vu[ap yj[hh
有酒不飲奈明何	yz[uo jq[dy bu[eu yb[ud nd[de mk[oo he[rk
幽居默默如藏逃	yz[yy ju[ug mo[hq mo[hq ru[nk ch[cw tc[vz
幽居在空谷	yz[yy ju[ug zd[ut ks[xg gu[bk
猶堪一戰取功勳	yz[qy kj[tq yi[hh vj[bg qu[ey gs[gl xy[kl
有口莫食首陽蕨	yz[uo kz[uv mo[co ui[rl uz[be yh[eo jt[ci
由來輕七尺	yz[ou ld[hm qk[is qi[hv ii[ud
由來征戰地	yz[ou ld[hm vg[rh vj[bg di[ty
有目斯開	yz[uo mu[we si[qj kd[hc
有切嘗聞	yz[uo qp[qd ih[xe wf[me
幽人歸獨臥	yz[yy rf[pd gv[ux du[qi wo[kb
幽人應未眠	yz[yy rf[pd yk[gx ww[ha mm[mm
猶是孤帆一日程	yz[qy ui[op gu[zp fj[jj yi[hh ri[wh ig[hk
有時空望孤雲高	yz[uo ui[oc ks[xg wh[ww gu[zp yy[es gc[wk
猶似霓裳羽衣舞	yz[qy si[rs ni[yj uh[xy yu[xx yi[wy wu[rx
又送王孫去	yz[vd ss[bz wh[su sy[zx qu[ts
幼為長所育	yz[yl ww[dl vh[ph so[pj yu[wo
又聞此語重唧唧	yz[vd wf[me ci[vb yu[yw vs[ph ji[kg ji[kg
又聞子規啼	yz[vd wf[me zi[lh gv[ej ti[kl
有仙都羽化之靈姿	yz[uo xm[ru du[te yu[xx hx[rq vi[dv lk[xh zi[dn
又向人家啄大屋	yz[vd xl[pk rf[pd jx[gu vo[ku da[hr wu[uh
幽咽泉流水下灘	yz[yy ye[kw qr[bu lq[dw uv[uu xx[hb tj[dy
幽意無斷絕	yz[yy yi[lx wu[ee dr[mj jt[sd
猶疑照顏色	yz[qy yi[bs vc[od yj[ly se[db
有翼自薄	yz[uo yi[xt zi[pm bo[cd
幽音變調忽飄灑	yz[yy yb[lo bm[yy dn[yk hu[bx pn[xf sa[dx
幽映每白日	yz[yy yk[ok mw[rm bd[po ri[wh
悠悠生死別經年	yz[rx yz[rx ug[pf si[hx bp[kd jk[ss nm[rn
遊子久不至	yz[df zi[lh jq[xd bu[eu vi[ht
猶自夢漁樵	yz[qy zi[pm mg[ax yu[dy qn[av
遊子身上衣	yz[df zi[lh uf[pu uh[bh yi[wy
遊子吟	yz[df zi[lh yb[kr
猶自音書滯一鄉	yz[qy zi[pm yb[lo uu[vv vi[dc yi[hh xl[sp
語罷暮天鍾	yu[yw ba[st mu[co tm[hd vs[jv
欲把一麾江海去	yu[bd ba[fb yi[hh hv[gm jl[dg hd[dr qu[ts
愈拜稽首蹈且舞	yu[rx bd[fh qi[hy uz[be dc[za qp[ke wu[rx
欲持一瓢酒	yu[bd ii[ft yi[hh pn[xp jq[dy
予出官二年恬然自安	yu[sv iu[ck gr[gu er[hh nm[rn tm[xq rj[xd zi[pm an[gn
御廚絡繹送八珍	yu[rw iu[id lo[sw yi[sy ss[bz ba[pd vf[wr
玉璫緘札何由達	yu[wd dh[wx jm[sw va[av he[rk yz[ou da[dz
欲得周郎顧	yu[bd de[ro vz[kt lh[le gu[iy
玉殿虛無野寺中	yu[wd dm[uj xu[hy wu[ee ye[oy si[tc vs[ku
欲渡黃河冰塞川	yu[bd du[dg hl[gy he[dk bk[du sd[gt ir[pu
與爾同消萬古愁	yu[hv er[dx ts[kh xn[dx wj[hv gu[uk iz[hx
與高適薛據登慈恩寺浮圖	yu[hv gc[wk ui[qz xt[cp ju[fu dg[dd ci[bx en[wx si[tc fu[da tu[ww
漁歌入浦深	yu[dy ge[kd ru[pd pu[df uf[dg
餘公孫大娘弟子也	yu[re gs[bs sy[zx da[hr nl[nl di[bg zi[lh ye[vu
玉虎牽絲汲井回	yu[wd hu[hj qm[dg si[sh ji[dj jk[ep hv[wk
玉花卻在御榻上	yu[wd hx[cr qt[te zd[ut yu[rw ta[ao uh[bh
欲濟無舟楫	yu[bd ji[dw wu[ee vz[pk ji[ak
欲祭疑君在	yu[bd ji[xe yi[bs jy[xk zd[ut
欲將輕騎逐	yu[bd jl[dx qk[is qi[md vu[uz
預將書報家	yu[yy jl[dx uu[vv bc[fe jx[gu
玉階生白露	yu[wd jp[er ug[pf bd[po lu[yz
玉階仙仗擁千官	yu[wd jp[er xm[ru vh[rh ys[fo qm[pu gr[gu
玉階怨	yu[wd jp[er yr[xx
於今腐草無螢火	yu[fr jb[rd fu[gk cc[co wu[ee yk[ci ho[dp
餘禁所禁垣西	yu[re jb[ae so[pj jb[ae yr[th xi[hk
於今為庶為青門	yu[eu jb[rd ww[dl uu[gn ww[dl qk[fo mf[du
玉筋應啼別離後	yu[wd jb[vo yk[gx ti[kl bp[kd li[wk hz[pk
玉京群帝集北斗	yu[wd jk[wk qy[xy di[lj ji[va bw[ub dz[du
與君歌一曲	yu[hv jy[xk ge[kd yi[hh qu[ou
與君離別意	yu[hv jy[xk li[wk bp[kd yi[lx
與君營奠復營齋	yu[hv jy[xk yk[ck dm[bd fu[ro yk[ck vd[we
玉壘浮雲變古今	yu[wd lw[st fu[da yy[es bm[yy gu[uk jb[rd
漁梁渡頭爭渡喧	yu[dy ll[da du[dg tz[dd vg[dx du[dg xr[kg
雨淋日炙野火燎	yu[hk lb[da ri[wh vi[xh ye[oy ho[dp ln[hd
魚龍聽梵聲	yu[dt ls[yp tk[kj fj[aj ug[um
玉樓天半起笙歌	yu[wd lz[am tm[hd bj[bf qi[zk ug[vp ge[kd
玉樓宴罷醉和春	yu[wd lz[am yj[go ba[st zv[yw he[hk iy[so
玉貌錦衣	yu[wd mc[pb jb[jb yi[wy
玉盤珍羞值萬錢	yu[wd pj[vm vf[wr xq[yi vi[ru wj[hv qm[jj
於潛七兄	yu[eu qm[de qi[hv xs[ke
與親	yu[hv qb[la
欲窮千里目	yu[bd qs[xl qm[pu li[ot mu[we
欲取鳴琴彈	yu[bd qu[ey mk[kn qb[wr dj[gb
欲去問西家	yu[bd qu[ts wf[mk xi[hk jx[gu
欲取蕪城作帝家	yu[bd qu[ey wu[ce ig[tw zo[rv di[lj jx[gu
圉人太僕皆惆悵	yu[wt rf[pd td[dd pu[rb jp[bb iz[xk ih[xi
羽人稀少不在旁	yu[xx rf[pd xi[hi uc[xp bu[eu zd[ut ph[lf
玉容寂寞淚闌干	yu[wd rs[xr ji[gu mo[gc lw[dm lj[mh gj[hu
欲上青天覽明月	yu[bd uh[bh qk[fo tm[hd lj[uj mk[oo yt[ke
餘尚童稚	yu[re uh[xk ts[lo vi[hv
羽書昨夜過渠黎	yu[xx uu[vv zo[ov ye[wr go[cz qu[da li[hr
玉臺體	yu[wd td[sk ti[ra
欲投人處宿	yu[bd tz[fj rf[pd iu[wb su[gr
欲往城南望城北	yu[bd wh[rd ig[tw nj[uk wh[ww ig[tw bw[ub
漁翁	yu[dy wg[bx
漁翁夜傍西巖宿	yu[dy wg[bx ye[wr bh[rl xi[hk yj[ue su[gr
玉璽不緣歸日角	yu[wd xi[dw bu[eu yr[sv gv[ux ri[wh jn[do
羽檄交馳日夕聞	yu[xx xi[ab jn[li ii[my ri[wh xi[xd wf[me
餘響入霜鍾	yu[ur xl[kp ru[pd ul[ya vs[jv
庾信平生最蕭瑟	yu[gj xb[ry pk[hb ug[pf zv[oe xn[cx se[wx
欲行不行各盡觴	yu[bd xk[rh bu[eu xk[rh ge[wk jb[ud uh[dr
雨雪紛紛連大漠	yu[hk xt[yx ff[sf ff[sf lm[iz da[hr mo[dc
欲尋芳草去	yu[bd xy[xc fh[cf cc[co qu[ts
漁陽鼙鼓動地來	yu[dy yh[eo pi[ub gu[uu ds[el di[ty ld[hm
餘亦乘舟歸鹿門	yu[re yi[wy ig[qb vz[pk gv[ux lu[gb mf[du
欲以菲薄明其衷	yu[bd yi[sr fw[cf bo[cd mk[oo qi[cb vs[wv
餘亦能高詠	yu[re yi[wy ng[sb gc[wk ys[kd
餘亦謝時去	yu[re yi[wy xp[yu ui[oc qu[ts
欲飲琵琶馬上催	yu[bd yb[ud pi[wb pa[wb ma[vv uh[bh cv[ru
御宇多年求不得	yu[rw yu[ge do[xx nm[rn qq[hu bu[eu de[ro
與餘問答既有以	yu[hv yu[re wf[mk da[vr ji[gj yz[uo yi[sr
御苑砧聲向晚多	yu[rw yr[cx vf[eb ug[um xl[pk wj[od do[xx
雨中春樹萬人家	yu[hk vs[ku iy[so uu[ay wj[hv rf[pd jx[gu
雨中黃葉樹	yu[hk vs[ku hl[gy ye[ku uu[ay
漁舟逐水愛山春	yu[dy vz[pk vu[uz uv[uu ai[au uj[uk iy[so
與諸子登峴山	yu[hv vu[yt zi[lh dg[dd xm[uj uj[uk
欲妝臨鏡慵	yu[bd vl[dn lb[uv jk[jl ys[xg
予左遷九江郡司馬	yu[sv zo[ug qm[qz jq[pv jl[dg jy[xe si[vh ma[vv
願得燕弓射大將	yr[ix de[ro yj[nk gs[kv ue[uc da[hr jl[dx
遠芳侵古道	yr[ez fh[cf qb[rx gu[uk dc[bz
元和十年	yr[ee he[hk ui[hu nm[rn
元和天子神武姿	yr[ee he[hk tm[hd zi[lh uf[uo wu[hv zi[dn
緣澗還復去	yr[sv jm[dm hd[bz fu[ro qu[ts
元結	yr[ee jp[su
願借辯口如懸河	yr[ix jp[rg bm[ly kz[uv ru[nk xr[qx he[dk
願接盧敖遊太清	yr[ix jp[fl lu[bu ao[fw yz[df td[dd qk[df
願君多采擷	yr[ix jy[xk do[xx cd[aa xp[fu
遠客思鄉皆淚垂	yr[ez ke[gw si[tx xl[sp jp[bb lw[dm iv[ph
遠路應悲春晼晚	yr[ez lu[zw yk[gx bw[fx iy[so wj[[ wj[od
遠夢歸侵曉	yr[ez mg[ax gv[ux qb[rx xn[oq
猿鳴天上哀	yr[qt mk[kn tm[hd uh[bh ai[wk
猿鳴鐘動不知曙	yr[qt mk[kn vs[jv ds[el bu[eu vi[uk uu[os
猿猱欲度愁攀援	yr[qt nc[qy yu[bd du[gn iz[hx pj[ad yr[fa
猿鳥猶疑畏簡書	yr[qt nn[nh yz[qy yi[bs ww[th jm[vm uu[vv
怨情	yr[xx qk[xf
遠山晴更多	yr[ez uj[uk qk[of gg[ho do[xx
遠樹帶行客	yr[ez uu[ay dd[cj xk[rh ke[gw
願書萬本誦萬過	yr[ix uu[vv wj[hv bf[ah ss[ys wj[hv go[cz
遠送從此別	yr[ez ss[bz cs[rr ci[vb bp[kd
願隨春風寄燕然	yr[ix sv[eu iy[so fg[ji ji[gd yj[nk rj[xd
遠隋流水香	yr[ez sv[eu lq[dw uv[uu xl[ho
猿啼洞庭樹	yr[qt ti[kl ds[dk tk[gq uu[ay
願同塵與灰	yr[ix ts[kh if[xt yu[hv hv[uh
願為持竿叟	yr[ix ww[dl ii[ft gj[vg sz[jy
遠慰風雨夕	yr[ez ww[ux fg[ji yu[hk xi[xd
鴛鴦不獨宿	yr[xn yh[kn bu[eu du[qi su[gr
鴛鴦會雙死	yr[xn yh[kn hv[re ul[yy si[hx
鴛鴦瓦冷霜華重	yr[xn yh[kn wa[hv lg[dr ul[ya hx[ru vs[ph
元稹	yr[ee vf[hu
苑中景物生顏色	yr[cx vs[ku jk[ow wu[nb ug[pf yj[ly se[db
月傍九霄多	yt[ke bh[rl jq[pv xn[yx do[xx
月出寒通雪山白	yt[ke iu[ck hj[gd ts[sz xt[yx uj[uk bd[po
月殿影開聞夜漏	yt[ke dm[uj yk[op kd[hc wf[me ye[wr lz[du
月黑雁飛高	yt[ke hw[sd yj[ir fw[vp gc[wk
月既不解飲	yt[ke ji[gj bu[eu jp[dd yb[ud
月露誰教桂葉香	yt[ke lu[yz uv[yv jn[tw gv[at ye[ku xl[ho
月落烏啼霜滿天	yt[ke lo[cd wu[bv ti[kl ul[ya mj[dc tm[hd
月明松下房櫳靜	yt[ke mk[oo ss[ab xx[hb fh[hf ls[ay jk[fd
月明欲素愁不眠	yt[ke mk[oo yu[bd su[fy iz[hx bu[eu mm[mm
越人語天姥	yt[zh rf[pd yu[yw tm[hd lc[nt
月是故鄉明	yt[ke ui[op gu[gw xl[sp mk[oo
月下獨酌	yt[ke xx[hb du[qi vo[yb
月下飛天鏡	yt[ke xx[hb fw[vp tm[hd jk[jl
月斜樓上五更鐘	yt[ke xp[rd lz[am uh[bh wu[hu gg[ho vs[jv
月夜	yt[ke ye[wr
月夜憶舍弟	yt[ke ye[wr yi[xv ue[rg di[bg
月湧大江流	yt[ke ys[ds da[hr jl[dg lq[dw
月照城頭烏半飛	yt[ke vc[od ig[tw tz[dd wu[bv bj[bf fw[vp
月照一孤舟	yt[ke vc[od yi[hh gu[zp vz[pk
雲邊雁斷胡天月	yy[es bm[lz yj[ir dr[mj hu[go tm[hd yt[ke
雲鬢半偏新睡覺	yy[es bb[ig bj[bf pm[rh xb[lj uv[mi jn[xj
雲鬢花顏金步搖	yy[es bb[ig hx[cr yj[ly jb[rw bu[vu yc[fa
雲此最吉餘難同	yy[es ci[vb zv[oe ji[uk yu[ur nj[yv ts[kh
雲峰水隔深	yy[es fg[uw uv[uu ge[eh uf[dg
雲髻罷梳還對鏡	yy[es ji[iu ba[st uu[aw hd[bz dv[yc jk[jl
雲開遠見漢陽城	yy[es kd[hc yr[ez jm[ke hj[dy yh[eo ig[tw
雲來氣接巫峽長	yy[es ld[hm qi[rh jp[fl wu[gr xx[uj ih[ph
雲裡帝城雙鳳闕	yy[es li[ot di[lj ig[tw ul[yy fg[jy qt[mn
運命惟所遇	yy[ez mk[rh ww[xv so[pj yu[oz
雲霓明滅或可睹	yy[es ni[yj mk[oo mp[hh ho[gk ke[dk du[mt
雲青青兮欲雨	yy[es qk[fo qk[fo xi[bk yu[bd yu[hk
雲山況是客中過	yy[es uj[uk kl[dk ui[op ke[gw vs[ku go[cz
雲深不知處	yy[es uf[dg bu[eu vi[uk iu[wb
雲生結海樓	yy[es ug[pf jp[su hd[dr lz[am
雲霞出海曙	yy[es xx[yk iu[ck hd[dr uu[os
雲霞生薜帷	yy[es xx[yk ug[pf bi[cu ww[jv
雲陽館與韓紳宿別	yy[es yh[eo gr[ug yu[hv hj[uw uf[so su[gr bp[kd
運移漢祚終難復	yy[ez yi[hx hj[dy zo[uv vs[sw nj[yv fu[ro
雲雨荒臺豈夢思	yy[es yu[hk hl[cw td[sk qi[uk mg[ax si[tx
雲棧縈紆登劍閣	yy[es vj[aj yk[cy yu[se dg[dd jm[rd ge[mw
雲之君兮紛紛而來下	yy[es vi[dv jy[xk xi[bk ff[sf ff[sf er[ek ld[hm xx[hb
雲中君不見	yy[es vs[ku jy[xk bu[eu jm[ke
韻資天縱	yy[lb zi[db tm[hd zs[sr
雜詩	za[ja ui[yt
在長安	zd[ut ih[ph an[gn
在地願為連理枝	zd[ut di[ty yr[ix ww[dl lm[iz li[wo vi[au
在山泉水清	zd[ut uj[uk qr[bu uv[uu qk[df
在天願作比翼鳥	zd[ut tm[hd yr[ix zo[rv bi[bb yi[xt nn[nh
在獄詠蟬並序	zd[ut yu[qy ys[kd ij[ib bk[bk xu[gy
暫伴月將影	zj[io bj[rb yt[ke jl[dx yk[op
暫時分手莫躊躇	zj[io ui[oc ff[bd uz[su mo[co iz[zf iu[zc
暫遊桃源裡	zj[io yz[df tc[av yr[di li[ot
早被嬋娟誤	zc[ou bw[yp ij[nb jr[nk wu[yk
早服還丹無世情	zc[ou fu[oe hr[bz dj[kw wu[ee ui[nv qk[xf
早寒江上有懷	zc[ou hj[gd jl[dg uh[bh yz[uo hk[xb
棗花未落桐葉長	zc[cd hx[cr ww[ha lo[cd ts[ak ye[ku ih[ph
造化鍾神秀	zc[nz hx[rq vs[jv uf[uo xq[hn
早秋	zc[ou qq[hh
遭時徽纆	zc[hz ui[oc hv[ru mo[[
鑿石作鼓隳嵯峨	zc[yb ui[ek zo[rv gu[uu hv[er co[uy ee[up
早晚下三巴	zc[ou wj[od xx[hb sj[hh ba[ku
早雁拂銀河	zc[ou yj[ir fu[ff yb[jg he[dk
早知潮有信	zc[ou vi[uk ic[du yz[uo xb[ry
則載酒於湖上	ze[bd zd[ti jq[dy yu[eu hu[dg uh[bh
賊平後送人北歸	zw[bg pk[hb hz[pk ss[bz rf[pd bw[ub gv[ux
賊退示官吏並序	zw[bg tv[gz ui[ex gr[gu li[hk bk[bk xu[gy
賊又攻永州	zw[bg yz[vd gs[gw ys[dv vz[dp
賊斫不死神扶持	zw[bg vo[ej bu[eu si[hx uf[uo fu[fe ii[ft
贈孟浩然	zg[bb mg[zm hc[dn rj[xd
贈內人	zg[bb nw[kr rf[pd
贈闕下裴舍人	zg[bb qt[mn xx[hb pw[fy ue[rg rf[pd
贈衛八處士	zg[bb ww[eh ba[pd iu[wb ui[uh
乍見翻疑夢	va[ru jm[ke fj[px yi[bs mg[ax
摘花不插發	vd[fl hx[cr bu[eu ia[fq fa[vy
宅即魯王宮	vd[gp ji[ge lu[yo wh[su gs[gk
氈包席裹可立致	vj[mb bc[bk xi[gn go[wo ke[dk li[lh vi[hw
戰場白骨纏草根	vj[bg ih[tv bd[po gu[ko ij[sg cc[co gf[ag
沾襟比散絲	vj[db jb[ya bi[bb sj[gw si[sh
戰士軍前半死生	vj[bg ui[uh jy[gi qm[bo bj[bf si[hx ug[pf
長大一相逢	vh[ph da[hr yi[hh xl[am fg[wz
張祜	vh[gi hu[ug
張籍	vh[gi ji[vl
張繼	vh[gi ji[sm
張九齡	vh[gi jq[pv lk[vr
張喬	vh[gi qn[pp
張生手持石鼓文	vh[gi ug[pf uz[su ii[ft ui[ek gu[uu wf[wi
章臺夜思	vh[lo td[sk ye[wr si[tx
張旭	vh[gi xu[jo
長在漢家營	vh[ph zd[ut hj[dy jx[gu yk[ck
長者雖有問	vh[ph ve[to sv[ki yz[uo wf[mk
朝辭白帝彩雲間	vc[uo ci[ql bd[po di[lj cd[ap yy[es jm[mo
朝如青絲暮成雪	vc[uo ru[nk qk[fo si[sh mu[co ig[wv xt[yx
趙瑟初停鳳凰柱	vc[zi se[wx iu[yd tk[rw fg[jy hl[jb vu[ad
詔書五道出將軍	vc[yd uu[vv wu[hu dc[bz iu[ck jl[dx jy[gi
昭王白骨縈蔓草	vc[od wh[su bd[po gu[ko yk[cy mj[co cc[co
詔謂將軍拂絹素	vc[yd ww[yt jl[dx jy[gi fu[ff jr[sk su[fy
朝為越溪女	vc[uo ww[dl yt[zh xi[da nv[vp
昭陽殿裡第一人	vc[od yh[eo dm[uj li[ot di[vg yi[hh rf[pd
昭陽殿裡恩愛絕	vc[od yh[eo dm[uj li[ot en[wx ai[au jt[sd
朝朝空自歸	vc[uo vc[uo ks[xg zi[pm gv[ux
朝朝馬策與刀環	vc[uo vc[uo ma[vv ce[vc yu[hv dc[vp hr[wb
朝朝誤妾期	vc[uo vc[uo wu[yk qp[ln qi[qo
折花門前劇	ve[fj hx[cr mf[du qm[bo ju[ud
折戟沈沙鐵未銷	ve[fj ji[ug uf[dg ua[dx tp[jp ww[ha xn[jx
謫居臥病潯陽城	ve[yl ju[ug wo[kb bk[bh xy[dx yh[eo ig[tw
砧杵夜千家	vf[eb iu[aw ye[wr qm[pu jx[gu
貞婦貴殉夫	vf[bb fu[nx gv[vb xy[hb fu[er
砧聲近報漢宮秋	vf[eb ug[um jb[jz bc[fe hj[dy gs[gk qq[hh
針線猶存未忍開	vf[ju xm[sj yz[qy cy[uz ww[ha rf[dx kd[hc
真源了無取	vf[uj yr[di ln[vu wu[ee qu[ey
整頓衣裳起斂容	vg[hh dy[ty yi[wy uh[xy qi[zk lm[rw rs[xr
鄭國遊人未及家	vg[be go[ww yz[df rf[pd ww[ha ji[pv jx[gu
蒸藜炊黍餉東菑	vg[cl li[ch iv[hd uu[hr xl[up ds[qx zi[[
徵人薊北空回首	vg[rh rf[pd ji[cy bw[ub ks[xg hv[wk uz[be
徵人倚戍樓	vg[rh rf[pd yi[rd uu[wd lz[am
徵人怨	vg[rh rf[pd yr[xx
崢嶸如鬼工	vg[ud rs[uc ru[nk gv[be gs[hu
正是江南好風景	vg[hv ui[op jl[dg nj[uk hc[nz fg[ji jk[ow
錚錚然有京都聲	vg[jd vg[jd rj[xd yz[uo jk[wk du[te ug[um
正直元因造化功	vg[hv vi[uj yr[ee yb[wd zc[nz hx[rq gs[gl
知波瀾莫二	vi[uk bo[dp lj[dm mo[co er[hh
直道相思了無益	vi[uj dc[bz xl[am si[tx le[vu wu[ee yi[bm
至德二載甫自京金光門出	vi[ht de[ru er[hh zd[ti fu[uo zi[pm jk[wk jb[rw gl[xe mf[du iu[ck
雉雊麥苗秀	vi[uv gz[[ md[fw mn[ct xq[hn
直掛雲帆濟滄海	vi[uj gx[ft yy[es fj[jj ji[dw ch[dr hd[dr
指揮若定失蕭曹	vi[fb hv[fg ro[cu dk[gp ui[pe xn[cx cc[ho
至今殘破膽	vi[ht jb[rd cj[hj po[ep dj[oo
至今窺牧馬	vi[ht jb[rd kv[xe mu[nw ma[vv
至今猶憶李將軍	vi[ht jb[rd yz[qy yi[xv li[az jl[dx jy[gi
置酒長安道	vi[su jq[dy ih[ph an[gn dc[bz
志決身殲軍務勞	vi[ux jt[dv uf[pu jm[hq jy[gi wu[wl lc[cl
支離東北風塵際	vi[uy li[wk ds[qx bw[ub fg[ji if[xt ji[ee
滯慮洗孤清	vi[dc lv[hx xi[dn gu[zp qk[df
之上	vi[dv uh[bh
直上三十里	vi[uj uh[bh sj[hh ui[hu li[ot
只是當時已惘然	vi[kb ui[op dh[xx ui[oc yi[kv wh[xk rj[xd
只是近黃昏	vi[kb ui[op jb[jz hl[gy hy[uo
志士幽人莫怨嗟	vi[ux ui[uh yz[yy rf[pd mo[co yr[xx jp[ky
炙手可熱勢絕倫	vi[xh uz[su ke[dk re[fd ui[fl jt[sd ly[rr
知音世所稀	vi[uk yb[lo ui[nv so[pj xi[hi
只應守寂寞	vi[kb yk[gx uz[gc ji[gu mo[gc
只在此山中	vi[kb zd[ut ci[vb uj[uk vs[ku
直至長風沙	vi[uj vi[ht ih[ph fg[ji ua[dx
